InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C16H14O9S/c1-23-9-4-2-8(3-5-9)16-15(19)14(18)13-11(17)6-10(7-12(13)24-16)25-26(20,21)22/h2-7,15-17,19H,1H3,(H,20,21,22)",WQUZRGZQYYOLKN-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(OS(O)(=O)=O)C2,,,C16H14O9S,382.035853028,1.2663999999999984,0,1,1,BTM00345,BTM00345,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00164,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,15-18,20H,1H3",CKDYDMSDCNQHEB-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C16H14O9S/c1-23-10-4-2-8(3-5-10)16-15(19)14(18)13-11(24-16)6-9(17)7-12(13)25-26(20,21)22/h2-7,15-17,19H,1H3,(H,20,21,22)",GVUHZVAPQICECV-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(OS(O)(=O)=O)C=C(O)C2,,,C16H14O9S,382.035853028,1.2663999999999984,0,1,1,BTM00346,BTM00346,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00164,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,15-18,20H,1H3",CKDYDMSDCNQHEB-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C16H14O9S/c1-23-10-4-2-8(3-5-10)15-16(25-26(20,21)22)14(19)13-11(18)6-9(17)7-12(13)24-15/h2-7,15-18H,1H3,(H,20,21,22)",GHGKSSDOAMXHPL-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)OS(O)(=O)=O)=C(O)C=C(O)C2,,,C16H14O9S,382.03585302799996,1.4238999999999984,0,1,1,BTM00347,BTM00347,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,BTM00164,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,15-18,20H,1H3",CKDYDMSDCNQHEB-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C17H16O6/c1-21-10-5-3-9(4-6-10)17-16(20)15(19)14-12(18)7-11(22-2)8-13(14)23-17/h3-8,16-18,20H,1-2H3",FEKOGNMSBYBYSO-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(OC)C2,,,C17H16O6,316.09468823199995,2.254199999999999,0,0,0,BTM00336,BTM00336,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00164,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,15-18,20H,1H3",CKDYDMSDCNQHEB-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C17H16O6/c1-21-11-5-3-9(4-6-11)17-16(20)15(19)14-12(22-2)7-10(18)8-13(14)23-17/h3-8,16-18,20H,1-2H3",WWOODAOPZBVOGE-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(OC)C=C(O)C2,,,C17H16O6,316.09468823199995,2.254199999999999,0,0,0,BTM00342,BTM00342,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00164,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,15-18,20H,1H3",CKDYDMSDCNQHEB-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C21H20O11/c22-10-4-2-1-3-9(10)13-7-12(24)15-11(23)5-8(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,12,16-19,21-27H,(H,28,29)",FQVVLIYNEGPBDM-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(OC4OC(C(O)=O)C(C(C4O)O)O)C2,,,C21H20O11,448.10056146,0.24229999999999802,1,1,1,BTM00348,BTM00348,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00165,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,12,16-19H",KUOSVUPSCZBSRN-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C21H20O11/c22-8-5-13-15(11(24)7-12(30-13)9-3-1-2-4-10(9)23)14(6-8)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,11,16-19,21-27H,(H,28,29)",LSZLYUHOOWNHNK-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C(O)C2,,,C21H20O11,448.10056146,0.24229999999999802,1,1,1,BTM00349,BTM00349,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00165,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,12,16-19H",KUOSVUPSCZBSRN-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C21H20O11/c22-8-5-10(23)15-11(24)7-13(30-14(15)6-8)9-3-1-2-4-12(9)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,11,16-19,21-27H,(H,28,29)",HGFJWUPFJMBYQV-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)OC4OC(C(O)=O)C(C(C4O)O)O)=C(O)C=C(O)C2,,,C21H20O11,448.10056146,0.24229999999999802,1,1,1,BTM00350,BTM00350,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00165,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,12,16-19H",KUOSVUPSCZBSRN-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H12O8S/c16-10-4-2-1-3-9(10)13-7-12(18)15-11(17)5-8(6-14(15)22-13)23-24(19,20)21/h1-7,12,16-18H,(H,19,20,21)",BWZIARIUMLSDFT-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(OS(O)(=O)=O)C2,,,C15H12O8S,352.02528834400005,1.2009999999999996,0,1,1,BTM00351,BTM00351,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00165,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,12,16-19H",KUOSVUPSCZBSRN-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H12O8S/c16-8-5-13-15(14(6-8)23-24(19,20)21)11(18)7-12(22-13)9-3-1-2-4-10(9)17/h1-7,11,16-18H,(H,19,20,21)",YAAVMQSOQCERPT-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(OS(O)(=O)=O)C=C(O)C2,,,C15H12O8S,352.025288344,1.2009999999999996,0,1,1,BTM00352,BTM00352,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00165,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,12,16-19H",KUOSVUPSCZBSRN-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H12O8S/c16-8-5-10(17)15-11(18)7-13(22-14(15)6-8)9-3-1-2-4-12(9)23-24(19,20)21/h1-7,11,16-18H,(H,19,20,21)",ARJZJSRBHVHLDH-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)OS(O)(=O)=O)=C(O)C=C(O)C2,,,C15H12O8S,352.025288344,1.2009999999999996,0,1,1,BTM00353,BTM00353,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00165,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,12,16-19H",KUOSVUPSCZBSRN-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C15H12O8S/c16-8-5-11(18)15-13(6-8)22-12(7-14(15)23-24(19,20)21)9-3-1-2-4-10(9)17/h1-7,14,16-18H,(H,19,20,21)",GLMKCZHWHYZMHN-UHFFFAOYSA-N,O1C=2C(C(OS(O)(=O)=O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,,,C15H12O8S,352.02528834400005,1.3584999999999998,0,1,1,BTM00354,BTM00354,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,BTM00165,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,12,16-19H",KUOSVUPSCZBSRN-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C16H14O5/c1-20-9-6-12(18)16-13(19)8-14(21-15(16)7-9)10-4-2-3-5-11(10)17/h2-8,13,17-19H,1H3",QBHDZBUYSJUNEK-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(OC)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00355,BTM00355,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00165,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,12,16-19H",KUOSVUPSCZBSRN-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C16H14O5/c1-20-14-6-9(17)7-15-16(14)12(19)8-13(21-15)10-4-2-3-5-11(10)18/h2-8,12,17-19H,1H3",QFLYDIIXPPVSQI-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(O)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00356,BTM00356,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00165,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,12,16-19H",KUOSVUPSCZBSRN-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C16H14O5/c1-20-13-5-3-2-4-10(13)14-8-12(19)16-11(18)6-9(17)7-15(16)21-14/h2-8,12,17-19H,1H3",UHEPDMFYKNSZKV-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)OC)=C(O)C=C(O)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00357,BTM00357,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00165,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H12O5/c16-8-5-11(18)15-12(19)7-13(20-14(15)6-8)9-3-1-2-4-10(9)17/h1-7,12,16-19H",KUOSVUPSCZBSRN-UHFFFAOYSA-N,1.9377999999999997,272.068473484
"InChI=1S/C16H14O5/c1-20-9-6-12(18)16-13(19)8-14(21-15(16)7-9)10-4-2-3-5-11(10)17/h2-8,13,17-19H,1H3",QBHDZBUYSJUNEK-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(OC)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00355,BTM00355,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00169,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-9-6-12(18)16-13(19)8-14(21-15(16)7-9)10-4-2-3-5-11(10)17/h2-8,17-18H,1H3",PXFLNHWWYOVFDA-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-9-6-14-16(12(24)8-13(31-14)10-4-2-3-5-11(10)23)15(7-9)32-22-19(27)17(25)18(26)20(33-22)21(28)29/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",QSYNHSKOHOYFHT-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C(OC)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00358,BTM00358,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00169,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-9-6-12(18)16-13(19)8-14(21-15(16)7-9)10-4-2-3-5-11(10)17/h2-8,17-18H,1H3",PXFLNHWWYOVFDA-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-9-6-11(23)16-12(24)8-14(31-15(16)7-9)10-4-2-3-5-13(10)32-22-19(27)17(25)18(26)20(33-22)21(28)29/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",RCMPSXWHUDPKSW-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC4OC(C(O)=O)C(C(C4O)O)O)=C(O)C=C(OC)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00359,BTM00359,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00169,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-9-6-12(18)16-13(19)8-14(21-15(16)7-9)10-4-2-3-5-11(10)17/h2-8,17-18H,1H3",PXFLNHWWYOVFDA-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-10-7-15(21-2)17-13(19)9-14(22-16(17)8-10)11-5-3-4-6-12(11)18/h3-9,18H,1-2H3",MWRQFAAWESDTJF-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(OC)C2,"4398-31-6
2-(2-Hydroxyphenyl)-5,7-dimethoxy-4H-1-benzopyran-4-one
RefChem:250756
2'-hydroxy-5,7-dimethoxyflavone
DTXSID701203662",15921937,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00360,BTM00360,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00169,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-9-6-12(18)16-13(19)8-14(21-15(16)7-9)10-4-2-3-5-11(10)17/h2-8,17-18H,1H3",PXFLNHWWYOVFDA-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-10-7-12(18)17-13(19)9-15(22-16(17)8-10)11-5-3-4-6-14(11)21-2/h3-9,18H,1-2H3",AYJUELGFLABMLR-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC)=C(O)C=C(OC)C2,"5-Hydroxy-7,2'-dimethoxyflavone
RefChem:102828
5-hydroxy-7-methoxy-2-(2-methoxyphenyl)chromen-4-one
LMPK12110129",10913533,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00361,BTM00361,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00169,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H12O5/c1-20-9-6-12(18)16-13(19)8-14(21-15(16)7-9)10-4-2-3-5-11(10)17/h2-8,17-18H,1H3",PXFLNHWWYOVFDA-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H14O5/c1-20-14-6-9(17)7-15-16(14)12(19)8-13(21-15)10-4-2-3-5-11(10)18/h2-8,12,17-19H,1H3",QFLYDIIXPPVSQI-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(O)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00356,BTM00356,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00170,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-9(17)7-15-16(14)12(19)8-13(21-15)10-4-2-3-5-11(10)18/h2-8,17-18H,1H3",UIVFQXAYYFLAGO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-14-6-9(31-22-19(27)17(25)18(26)20(33-22)21(28)29)7-15-16(14)12(24)8-13(32-15)10-4-2-3-5-11(10)23/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",FHMNVIGGDAKRAP-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(OC4OC(C(O)=O)C(C(C4O)O)O)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00362,BTM00362,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00170,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-9(17)7-15-16(14)12(19)8-13(21-15)10-4-2-3-5-11(10)18/h2-8,17-18H,1H3",UIVFQXAYYFLAGO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-14-6-9(23)7-15-16(14)11(24)8-13(31-15)10-4-2-3-5-12(10)32-22-19(27)17(25)18(26)20(33-22)21(28)29/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",NIEPEGOVWXKODK-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC4OC(C(O)=O)C(C(C4O)O)O)=C(OC)C=C(O)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00363,BTM00363,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00170,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-9(17)7-15-16(14)12(19)8-13(21-15)10-4-2-3-5-11(10)18/h2-8,17-18H,1H3",UIVFQXAYYFLAGO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H12O8S/c1-22-14-6-9(24-25(19,20)21)7-15-16(14)12(18)8-13(23-15)10-4-2-3-5-11(10)17/h2-8,17H,1H3,(H,19,20,21)",VLOFRBJHRLZMBV-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(OS(O)(=O)=O)C2,,,C16H12O8S,364.025288344,2.5412000000000003,0,0,0,BTM00364,BTM00364,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00170,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-9(17)7-15-16(14)12(19)8-13(21-15)10-4-2-3-5-11(10)18/h2-8,17-18H,1H3",UIVFQXAYYFLAGO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H12O8S/c1-22-14-6-9(17)7-15-16(14)11(18)8-13(23-15)10-4-2-3-5-12(10)24-25(19,20)21/h2-8,17H,1H3,(H,19,20,21)",ZWNAEBPBTJJSNZ-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OS(O)(=O)=O)=C(OC)C=C(O)C2,,,C16H12O8S,364.025288344,2.5412000000000003,0,0,0,BTM00365,BTM00365,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00170,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-9(17)7-15-16(14)12(19)8-13(21-15)10-4-2-3-5-11(10)18/h2-8,17-18H,1H3",UIVFQXAYYFLAGO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-10-7-15(21-2)17-13(19)9-14(22-16(17)8-10)11-5-3-4-6-12(11)18/h3-9,18H,1-2H3",MWRQFAAWESDTJF-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(OC)C2,"4398-31-6
2-(2-Hydroxyphenyl)-5,7-dimethoxy-4H-1-benzopyran-4-one
RefChem:250756
2'-hydroxy-5,7-dimethoxyflavone
DTXSID701203662",15921937,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00360,BTM00360,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00170,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-9(17)7-15-16(14)12(19)8-13(21-15)10-4-2-3-5-11(10)18/h2-8,17-18H,1H3",UIVFQXAYYFLAGO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-13-6-4-3-5-11(13)14-9-12(19)17-15(21-2)7-10(18)8-16(17)22-14/h3-9,18H,1-2H3",VGHUPFDCSZSPGN-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC)=C(OC)C=C(O)C2,,,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00366,BTM00366,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00170,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-14-6-9(17)7-15-16(14)12(19)8-13(21-15)10-4-2-3-5-11(10)18/h2-8,17-18H,1H3",UIVFQXAYYFLAGO-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C16H14O5/c1-20-13-5-3-2-4-10(13)14-8-12(19)16-11(18)6-9(17)7-15(16)21-14/h2-8,12,17-19H,1H3",UHEPDMFYKNSZKV-UHFFFAOYSA-N,O1C=2C(C(O)C=C1C3=C(C=CC=C3)OC)=C(O)C=C(O)C2,,,C16H14O5,286.084123548,2.1887999999999996,0,1,1,BTM00357,BTM00357,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00171,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-13-5-3-2-4-10(13)14-8-12(19)16-11(18)6-9(17)7-15(16)21-14/h2-8,17-18H,1H3",SWYVZKGICYEZDR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-13-5-3-2-4-10(13)14-8-12(24)16-11(23)6-9(7-15(16)32-14)31-22-19(27)17(25)18(26)20(33-22)21(28)29/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",MGRIXGWHQZJMBG-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC)=C(O)C=C(OC4OC(C(O)=O)C(C(C4O)O)O)C2,Oprea1_282084,6066808,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00367,BTM00367,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00171,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-13-5-3-2-4-10(13)14-8-12(19)16-11(18)6-9(17)7-15(16)21-14/h2-8,17-18H,1H3",SWYVZKGICYEZDR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C22H20O11/c1-30-12-5-3-2-4-10(12)13-8-11(24)16-14(31-13)6-9(23)7-15(16)32-22-19(27)17(25)18(26)20(33-22)21(28)29/h2-8,17-20,22-23,25-27H,1H3,(H,28,29)",SCSYUTCIRXRYRC-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC)=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C(O)C2,,,C22H20O11,460.10056146,1.5824999999999994,0,1,1,BTM00368,BTM00368,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00171,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-13-5-3-2-4-10(13)14-8-12(19)16-11(18)6-9(17)7-15(16)21-14/h2-8,17-18H,1H3",SWYVZKGICYEZDR-UHFFFAOYSA-N,3.278000000000001,284.068473484
"InChI=1S/C17H14O5/c1-20-10-7-12(18)17-13(19)9-15(22-16(17)8-10)11-5-3-4-6-14(11)21-2/h3-9,18H,1-2H3",AYJUELGFLABMLR-UHFFFAOYSA-N,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC)=C(O)C=C(OC)C2,"5-Hydroxy-7,2'-dimethoxyflavone
RefChem:102828
5-hydroxy-7-methoxy-2-(2-methoxyphenyl)chromen-4-one
LMPK12110129",10913533,C17H14O5,298.084123548,3.5289999999999995,0,0,0,BTM00361,BTM00361,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00171,O1C=2C(C(=O)C=C1C3=C(C=CC=C3)OC)=C(O)C=C(O)C2,"InChI=1S/C16H12O5/c1-20-13-5-3-2-4-10(13)14-8-12(19)16-11(18)6-9(17)7-15(16)21-14/h2-8,17-18H,1H3",SWYVZKGICYEZDR-UHFFFAOYSA-N,3.278000000000001,284.068473484
